id,nome,sexo,data_nascimento,uf,email,telefone,faixa_renda,tipo_carro,forma_pagamento
458,Lorenzo,M,24/12/1965,SP,benjamimcardoso@example.org,+55 (35) 97064-4963,27344.53,Crossover,Dinheiro
459,Milena,F,02/03/1999,TO,britoelisa@example.org,+55 (019) 93143 2260,6325.8,Crossover,Cartão de Débito
460,Eloah,F,25/07/1969,GO,dpinto@example.net,+55 (70) 9 5303-4496,17266.24,Off-road,Boleto Bancário
461,Danilo,M,04/06/1987,CE,arthur-miguelpacheco@example.org,+55 19 9 0638 3684,9269.48,Esportivo,Carteira Digital
462,Vitor Gabriel,M,04/07/1955,SC,das-nevesjosue@example.net,+55 29 9 3325-9464,52980.67,Coupé,Carteira Digital
463,Kaique,M,03/09/1968,MG,nicoleda-cunha@example.org,+55 (87) 91331 1989,24284.21,Compacto,Cartão de Débito
464,Maria Fernanda,F,10/01/1946,AM,freitasagatha@example.net,+55 69 95236-9897,8858.43,Médio,Carteira Digital
465,Clara,F,27/03/1974,SE,cirinoemanuelly@example.net,+55 (45) 9 0838 2460,38572.4,Crossover,Pix
466,Luiz Fernando,M,20/03/1990,PB,amandada-cruz@example.net,+55 (18) 93660 5335,59998.69,Elétrico,Leasing
467,Luiz Fernando,M,18/03/1954,RO,mpinto@example.com,+55 (68) 9 6229 4787,45095.54,Coupé,Financiamento
468,Ana Lívia,F,04/12/1974,RN,arthur-miguelrodrigues@example.net,+55 25 9 9559 0992,50230.67,Utilitário,Pix
469,Luara,F,19/12/1946,PB,fdias@example.net,+55 (006) 91700-6607,50002.28,Elétrico,Boleto Bancário
470,Alexia,F,01/10/1992,DF,valentimmontenegro@example.net,+55 (84) 95507-5726,54025.39,Esportivo,Leasing
471,Maria Vitória,F,17/11/1978,RJ,samuelvargas@example.org,+55 73 9 3365-1445,30251.69,Luxo,Pix
472,Benicio,M,14/06/1984,SP,kcardoso@example.org,+55 35 96894 6717,10103.54,SUV,Transferência Bancária
473,João Gabriel,M,19/04/1949,AP,benicioaparecida@example.org,+55 26 9 0301-8089,50683.2,Coupé,Cartão de Crédito
474,Laura,F,22/10/1962,MA,nogueiraisadora@example.com,+55 48 9 5001-0113,29220.65,Hatch,Cartão de Crédito
475,Nathan,M,28/03/1948,PB,omacedo@example.com,+55 68 97912 0106,50826.86,Picape,Transferência Bancária
476,Fernanda,F,23/01/2002,MT,ana-vitoriamachado@example.com,+55 35 90418 4304,42741.46,Utilitário,Cartão de Crédito
477,Davi Lucca,M,21/04/1990,CE,antonioda-mota@example.com,+55 57 97813 3400,6720.99,Elétrico,Cartão de Crédito
478,Diogo,M,19/03/2006,PB,monteiroeloa@example.com,+55 (71) 98009 2316,24377.98,Hatch,Transferência Bancária
479,Pedro Henrique,M,12/07/1957,AC,jcavalcanti@example.org,+55 (054) 91741 9358,31873.55,Utilitário,Cartão de Crédito
480,Fernando,M,29/10/1965,RS,marianarios@example.com,+55 43 98340 0605,29057.61,Coupé,Cartão de Débito
481,Davi,M,05/08/1997,GO,agathamendonca@example.com,+55 (61) 9 0191 2678,48835.0,Elétrico,Cartão de Crédito
482,Caroline,F,04/01/2004,AP,mazevedo@example.net,+55 (093) 90763-4537,18258.91,Conversível,Financiamento
483,Joaquim,M,27/04/1968,MT,caio08@example.net,+55 (80) 9 0879-4740,35194.37,Elétrico,Dinheiro
484,Noah,M,07/12/1998,PI,jose-miguelcamargo@example.org,+55 (05) 9 2058 7703,28623.02,Compacto,Financiamento
485,Maria,F,15/05/1951,CE,kaique14@example.com,+55 (45) 9 3147 2045,58862.57,Compacto,Dinheiro
486,Sophia,F,08/07/1968,AL,vcarvalho@example.net,+55 (081) 98776-9497,43653.05,Esportivo,Dinheiro
487,Gael,M,27/10/1988,ES,marcela12@example.com,+55 70 9 1489 8008,47582.77,SUV,Financiamento
488,Raul,M,25/07/1952,RN,brodrigues@example.net,+55 73 9 8019-6612,25682.27,Picape,Dinheiro
489,Fernando,M,18/07/1955,PE,ana-lauraferreira@example.com,+55 (98) 93686 9726,59562.72,Médio,Cartão de Crédito
490,Rael,M,19/04/2006,CE,marquesmaria-laura@example.net,+55 31 99229 8263,54892.15,Híbrido,Cartão de Crédito
491,Miguel,M,30/11/1954,AC,camaraagatha@example.com,+55 (32) 9 6855 6910,21205.03,Off-road,Pix
492,Maya,F,20/08/1967,SP,joao-vitor42@example.com,+55 (73) 97519-7909,28780.7,Compacto,Cartão de Crédito
493,Kevin,M,17/01/1972,RN,ramosemanuelly@example.org,+55 46 91026-8068,29106.05,Compacto,Financiamento
494,Marcos Vinicius,M,06/05/1965,RR,vrodrigues@example.net,+55 (03) 9 8963 7707,48292.98,Minivan,Pix
495,Anthony,M,29/05/1973,AC,umoura@example.com,+55 (085) 96906 4965,15721.72,Utilitário,Leasing
496,Lavínia,F,09/07/1991,RO,felipe47@example.com,+55 (03) 97389-0811,14618.19,Conversível,Carteira Digital
497,Valentim,M,12/07/1969,TO,limajoaquim@example.org,+55 (05) 94036 2216,13914.9,Elétrico,Financiamento
498,Erick,M,10/07/1980,AP,qaragao@example.net,+55 (93) 9 8934 7273,23084.12,Médio,Transferência Bancária
499,João,M,23/03/1963,AC,luiz-fernandocavalcanti@example.org,+55 (095) 92757 9866,37202.46,Off-road,Cartão de Crédito
500,Luiza,F,20/11/1982,PE,eduardo22@example.net,+55 (096) 98349 6388,23264.37,Coupé,Carteira Digital
501,Fernando,M,04/09/1986,RR,ceciliaviana@example.org,+55 (070) 98586 8914,15102.98,Médio,Leasing
502,Larissa,F,21/06/1993,GO,maria-isis43@example.com,+55 (56) 9 5691-9276,38000.27,Esportivo,Leasing
503,Cecilia,F,26/10/1974,SP,joao-felipe29@example.org,+55 (35) 94254-4278,34561.78,Esportivo,Dinheiro
504,Matheus,M,01/08/1974,ES,rrios@example.org,+55 (041) 92181 4503,39753.32,Crossover,Financiamento
505,José Miguel,M,29/05/1948,TO,ana-clara50@example.org,+55 18 9 6373 0024,38806.51,Utilitário,Carteira Digital
506,Maria Alice,F,05/11/2002,DF,hellenapinto@example.net,+55 (54) 95228 3754,23729.61,Elétrico,Pix
507,Thiago,M,02/11/1954,DF,isabella64@example.net,+55 (18) 92680-0016,15735.15,SUV,Financiamento
508,Brenda,F,22/04/1964,RN,asafe83@example.com,+55 (87) 9 4764 0515,18357.21,Hatch,Boleto Bancário
509,Lucas Gabriel,M,11/12/1996,SP,da-cruzdiogo@example.net,+55 10 90971-3976,31507.87,Elétrico,Financiamento
510,Mariana,F,11/08/1947,BA,felipe62@example.net,+55 63 99278-2233,20793.83,Sedan,Cartão de Crédito
511,Maria Clara,F,27/10/1982,SE,cavalcantimanuella@example.com,+55 43 9 0424-0432,55085.15,Sedan,Leasing
512,Luan,M,04/03/2002,DF,ravicorreia@example.com,+55 75 9 7338-2133,38897.07,Hatch,Pix
513,Maria Luiza,F,30/09/1965,MA,iborges@example.net,+55 (039) 93562 4978,14776.32,Crossover,Carteira Digital
514,Maria Julia,F,23/10/1991,MT,yda-rocha@example.com,+55 (096) 91837 3886,57412.05,Híbrido,Cartão de Crédito
515,Júlia,F,08/12/1947,RR,maria-sophia20@example.net,+55 15 96754 8572,30995.76,Coupé,Leasing
516,Benício,M,02/04/1990,RN,stellagoncalves@example.com,+55 (90) 9 9161 1516,24766.31,Luxo,Transferência Bancária
517,Nina,F,27/10/1950,AC,stephany34@example.org,+55 (63) 9 9737-0091,32759.31,Elétrico,Financiamento
518,Liam,M,15/10/1975,AM,monteirolucca@example.com,+55 35 97355-6971,55084.74,Crossover,Leasing
519,Thomas,M,09/01/1969,PE,imoreira@example.org,+55 31 92440-9455,11582.53,Compacto,Financiamento
520,Gael,M,23/09/2000,MG,fmendonca@example.com,+55 (00) 9 8165 8913,31718.35,Minivan,Cartão de Débito
521,Maria Julia,F,24/09/1962,MS,carolinepinto@example.com,+55 55 92698-4606,7928.84,Médio,Leasing
522,Gabrielly,F,13/04/2000,TO,kevin59@example.net,+55 (96) 97021-8635,19510.82,Compacto,Carteira Digital
523,Miguel,M,12/02/1993,MA,carvalhoenzo-gabriel@example.org,+55 00 9 1944-2994,46514.7,Elétrico,Leasing
524,Sarah,F,21/02/1980,RJ,gabriela40@example.org,+55 (18) 94406 4864,6850.84,Esportivo,Dinheiro
525,Theodoro,M,10/11/1953,MT,ferreiraana-luiza@example.com,+55 (44) 9 5279-3170,44449.18,Utilitário,Pix
526,Dom,M,08/02/1978,AM,brenda28@example.com,+55 (87) 9 6201-7757,10768.32,Coupé,Cartão de Crédito
527,Ayla,F,06/06/1985,AP,rda-mota@example.com,+55 (11) 9 3610-1011,41732.17,Picape,Carteira Digital
528,Vitor Hugo,M,27/05/1999,RN,ramosmelissa@example.net,+55 10 9 2679-7376,54956.96,Médio,Transferência Bancária
529,Jade,F,13/01/1963,RJ,maria-alice54@example.com,+55 (64) 9 1211 2068,48858.14,Híbrido,Financiamento
530,Maria Sophia,F,25/03/1998,TO,evieira@example.com,+55 (37) 9 5439 0666,16363.65,Coupé,Pix
531,Ian,M,01/11/1981,CE,bteixeira@example.com,+55 47 90252 0754,14947.31,Off-road,Cartão de Crédito
532,Asafe,M,17/04/2003,RO,arthur-gabriel03@example.net,+55 63 9 8506 3605,47935.37,Conversível,Cartão de Crédito
533,José Pedro,M,31/01/1976,DF,cardosostephany@example.com,+55 (046) 97560-8503,18714.2,Médio,Financiamento
534,Pedro Henrique,M,11/10/1969,GO,joao-guilherme75@example.com,+55 (033) 92453 3561,24584.6,Minivan,Boleto Bancário
535,Sara,F,31/05/1978,SE,casa-grandevitor-hugo@example.net,+55 (042) 98912-8120,50323.78,Utilitário,Pix
536,Davi Lucas,M,01/02/1946,SC,erickcaldeira@example.net,+55 69 9 8163 1494,33367.83,Hatch,Transferência Bancária
537,Olívia,F,09/04/2003,RO,evelynda-costa@example.com,+55 87 9 3059 0616,39844.29,Van,Dinheiro
538,Nicolas,M,14/02/1963,SE,talmeida@example.net,+55 52 9 5057 8203,9545.66,Esportivo,Carteira Digital
539,Vitor Hugo,M,21/10/1966,RR,qfonseca@example.net,+55 06 91855-3457,31280.48,Hatch,Leasing
540,Hadassa,F,14/09/1976,PA,julianogueira@example.com,+55 (57) 9 8122-5221,29472.16,Utilitário,Pix
541,Maitê,F,02/03/1962,RS,esthercostela@example.net,+55 (09) 90558-4054,55922.11,Conversível,Transferência Bancária
542,Maria,F,22/08/1967,PE,xmarques@example.org,+55 (02) 9 9004-3837,40009.18,Picape,Dinheiro
543,Breno,M,15/11/1976,AM,lda-rosa@example.net,+55 72 9 9709 7337,29743.59,Conversível,Cartão de Débito
544,Jade,F,25/06/1952,MA,bdas-neves@example.com,+55 (070) 97220-2168,56486.78,Esportivo,Cartão de Débito
545,Aurora,F,30/10/1969,AM,ssilva@example.net,+55 (078) 93328-2336,40053.47,Esportivo,Financiamento
546,Lívia,F,01/03/1977,SE,joao-miguelborges@example.net,+55 (059) 94424-9958,7152.81,Utilitário,Transferência Bancária
547,Emanuelly,F,11/03/1975,RJ,camposisabella@example.com,+55 (061) 92960 4160,33243.92,Picape,Cartão de Débito
548,Thales,M,03/09/1985,PA,zduarte@example.org,+55 00 99342 1223,37225.34,Utilitário,Carteira Digital
549,Anthony,M,14/10/1982,SP,marina51@example.com,+55 (081) 96858 8841,43076.66,Médio,Carteira Digital
550,Milena,F,14/01/1966,AM,isaque36@example.org,+55 (63) 9 2915-4673,35451.56,Luxo,Cartão de Crédito
551,Lívia,F,22/07/1971,SC,saracampos@example.com,+55 (74) 96664 2499,46797.57,Conversível,Pix
552,Danilo,M,23/01/1994,RJ,rochamatheus@example.org,+55 (85) 92650 8755,32473.31,Conversível,Cartão de Débito
553,Ian,M,21/04/1968,AL,kborges@example.com,+55 (46) 98922 8112,25488.58,Híbrido,Boleto Bancário
554,Ana Lívia,F,23/01/1976,GO,alexandrepimenta@example.org,+55 24 9 4575-8869,15891.37,Médio,Pix
555,Clara,F,15/07/1948,PB,cirinobenicio@example.com,+55 (33) 9 4039-2925,56244.83,Crossover,Leasing
556,Pedro Lucas,M,22/04/1953,DF,luara70@example.com,+55 (33) 9 5170 1207,12211.4,Hatch,Transferência Bancária
557,Alexia,F,13/10/1987,AC,maria-flor45@example.net,+55 (16) 95222-6301,49646.69,Conversível,Cartão de Débito
558,Manuella,F,25/04/1969,PI,catarinada-conceicao@example.com,+55 17 95008-7860,18931.56,Sedan,Leasing
559,Oliver,M,20/12/1987,DF,ana-vitoriafreitas@example.org,+55 73 90719-1016,25395.91,Utilitário,Dinheiro
560,Isis,F,20/05/1977,AL,moreiranathan@example.net,+55 24 90009 1354,58488.36,Utilitário,Carteira Digital
561,Natália,F,06/01/1962,BA,pimentaleticia@example.com,+55 (042) 92402-9886,20451.33,Conversível,Pix
562,Sara,F,18/06/1970,RS,oliveirakaique@example.org,+55 (34) 95390 7907,11977.5,Crossover,Carteira Digital
563,Gustavo Henrique,M,13/01/1985,PI,marinavasconcelos@example.net,+55 04 96982-0394,41493.03,Coupé,Leasing
564,Beatriz,F,07/07/2003,PR,isisalves@example.org,+55 (015) 99636-1605,59761.87,Minivan,Boleto Bancário
565,Luiza,F,24/08/1961,SC,eloaduarte@example.com,+55 10 93900 7355,47191.81,Crossover,Cartão de Crédito
566,Francisco,M,16/10/1990,SE,isabelaribeiro@example.org,+55 (89) 99459-2383,48103.47,Compacto,Financiamento
567,Sarah,F,17/12/1955,RN,pbrito@example.com,+55 (70) 9 5443-0632,59054.13,Coupé,Transferência Bancária
568,Lucca,M,29/04/1997,RS,mathias90@example.net,+55 21 99244 8320,20071.35,Picape,Cartão de Crédito
569,Ana Lívia,F,23/02/1997,AP,tcosta@example.org,+55 64 97519-6324,10291.46,SUV,Boleto Bancário
570,Guilherme,M,12/07/1981,AL,rebecamoura@example.net,+55 14 99854 8774,9163.12,Van,Financiamento
571,Lucca,M,06/11/1969,MG,nnovaes@example.net,+55 74 96519 7639,33313.33,Crossover,Pix
572,Zoe,F,08/09/1983,PE,anthony55@example.net,+55 (49) 94808-2456,36111.23,Compacto,Dinheiro
573,Maya,F,22/11/2003,AM,fnovaes@example.org,+55 42 92938 0117,9832.26,Médio,Pix
574,Vitor,M,13/10/1981,TO,jose-miguel79@example.com,+55 48 9 8107-6119,12404.96,Sedan,Leasing
575,Lavínia,F,01/10/1949,PI,gcarvalho@example.net,+55 (68) 98609-9528,15628.72,Esportivo,Cartão de Crédito
576,Hellena,F,27/05/1956,AC,ana-vitoriaaraujo@example.com,+55 20 97021 4617,29642.16,Sedan,Leasing
577,Arthur,M,31/08/1978,MT,yramos@example.com,+55 (062) 91406 6917,49579.62,Picape,Transferência Bancária
578,Isabel,F,05/04/1972,AL,dsouza@example.com,+55 (77) 97291-8323,41410.75,Híbrido,Pix
579,Ravi,M,06/04/1978,AM,duarteemanuella@example.net,+55 (098) 97841 7439,34051.38,Conversível,Dinheiro
580,Vitor Hugo,M,14/09/1976,RR,bruno45@example.org,+55 (45) 93434 2447,46450.6,Crossover,Leasing
581,Emanuel,M,08/04/1961,RJ,pmendes@example.org,+55 (072) 91924-9643,57822.13,Coupé,Cartão de Crédito
582,Lorenzo,M,11/10/1957,CE,luisa36@example.com,+55 (008) 99192-3128,6313.39,Elétrico,Cartão de Débito
583,Bento,M,06/11/1994,PA,valentimferreira@example.org,+55 23 9 5366 4827,43011.9,Utilitário,Dinheiro
584,Sara,F,03/12/1963,RJ,pramos@example.com,+55 30 9 6719 7642,17484.14,Compacto,Dinheiro
585,Mariah,F,13/12/1965,AP,jose-pedropires@example.org,+55 (048) 99363-2255,56615.8,Off-road,Transferência Bancária
586,Melissa,F,05/09/1971,ES,barrosana-liz@example.org,+55 (68) 93443 1596,41681.68,Utilitário,Cartão de Débito
587,Matteo,M,22/12/1966,PR,isaac89@example.org,+55 (097) 96496-5943,16331.53,Van,Cartão de Crédito
588,Allana,F,21/07/1963,AC,ana-livia45@example.org,+55 (74) 91453 8553,43912.07,Crossover,Boleto Bancário
589,Laura,F,26/07/1954,MG,caue53@example.org,+55 (085) 97465 9187,53844.6,Sedan,Dinheiro
590,Gabrielly,F,17/08/2005,RJ,matteovieira@example.com,+55 77 9 4931 3588,27543.88,Minivan,Dinheiro
591,Yasmin,F,07/07/1959,PB,nogueirarenan@example.com,+55 (22) 91097-7651,6113.55,Luxo,Carteira Digital
592,Arthur,M,22/02/1986,MS,nina58@example.org,+55 (047) 90555 1750,5003.16,Crossover,Cartão de Débito
593,Emilly,F,26/07/1968,MG,kvasconcelos@example.org,+55 (47) 9 2675-6055,55173.47,Médio,Carteira Digital
594,Henry Gabriel,M,25/05/1970,AC,pedro-miguelnogueira@example.net,+55 72 92905 0075,9483.28,Médio,Cartão de Crédito
595,Gael Henrique,M,19/12/1999,MA,lucca80@example.net,+55 (060) 94842-2339,18684.31,SUV,Leasing
596,Maria Isis,F,27/06/1962,BA,helenasiqueira@example.org,+55 09 9 6965 5624,39190.04,Conversível,Carteira Digital
597,José Pedro,M,08/04/1958,PR,ana-livia03@example.net,+55 (98) 94045-6252,26461.86,Hatch,Financiamento
598,Maria,F,13/07/1946,AM,lucas42@example.net,+55 (11) 9 0899-7022,19576.71,Hatch,Boleto Bancário
599,Manuella,F,10/02/1973,AC,vitor71@example.net,+55 (55) 95632 7505,11839.6,Hatch,Cartão de Crédito
600,Samuel,M,23/11/1986,AM,gael57@example.com,+55 (091) 90541 2844,40882.14,Elétrico,Financiamento
601,Beatriz,F,09/09/1999,MS,npimenta@example.net,+55 38 95108 8341,56322.16,Utilitário,Leasing
602,Pedro Henrique,M,13/10/1961,PA,fernanda40@example.net,+55 (073) 98207-8510,44846.47,Utilitário,Carteira Digital
603,Juan,M,17/02/1967,AP,azevedofernando@example.com,+55 32 9 7218-0924,50041.81,Conversível,Boleto Bancário
604,Ana Cecília,F,13/04/1971,GO,umartins@example.org,+55 66 9 5670 5214,19159.65,Hatch,Boleto Bancário
605,Bernardo,M,06/09/1984,MT,kmachado@example.com,+55 77 9 1317 5615,17697.12,Van,Boleto Bancário
606,Cauã,M,30/07/1963,GO,salmeida@example.com,+55 (02) 93171 4822,39077.48,Médio,Financiamento
607,Pedro Lucas,M,01/05/1967,SP,noah34@example.com,+55 (93) 9 5989-2244,41424.66,Minivan,Cartão de Débito
608,Augusto,M,17/10/1955,ES,viniciusmelo@example.net,+55 60 9 0731 9201,20360.52,Médio,Cartão de Débito
609,Ana Laura,F,28/06/1992,ES,silveiraisaac@example.net,+55 (049) 97177 9575,29918.16,Compacto,Cartão de Crédito
610,Gabrielly,F,20/09/1956,GO,maria-helenamendes@example.net,+55 61 9 0565 3141,21392.19,Picape,Transferência Bancária
611,Theo,M,25/08/1978,RS,luiz-fernandopinto@example.com,+55 (003) 93415-7927,31617.88,Coupé,Financiamento
612,Fernanda,F,26/09/1946,PE,henry-gabrielpereira@example.com,+55 86 96077 5389,20145.98,Sedan,Leasing
613,Miguel,M,12/08/1976,RJ,pietro39@example.org,+55 (02) 90071-4248,56801.09,Off-road,Dinheiro
614,Luiza,F,05/04/1964,RS,alvesvitor@example.net,+55 03 91128-1510,29157.17,Minivan,Cartão de Crédito
615,Melina,F,15/03/1999,ES,alicia74@example.org,+55 23 9 4245-0805,25932.18,SUV,Dinheiro
616,Matheus,M,15/11/1965,AM,esther85@example.com,+55 13 9 7762-5896,35856.12,Conversível,Leasing
617,Maya,F,07/10/1985,SC,dguerra@example.com,+55 (89) 9 2934 2986,36086.24,Off-road,Dinheiro
618,Miguel,M,12/09/1999,ES,ssampaio@example.org,+55 23 98465 0481,28301.25,Compacto,Transferência Bancária
619,Clara,F,12/12/1974,RN,nogueiraana-laura@example.com,+55 56 9 6399-9408,55078.06,Conversível,Boleto Bancário
620,Jade,F,11/10/1999,MG,andremelo@example.org,+55 (00) 9 9817 2961,23169.85,Híbrido,Leasing
621,Vitor Hugo,M,19/09/1966,AC,nogueiraallana@example.com,+55 44 9 5669 3183,35270.53,Picape,Transferência Bancária
622,Esther,F,19/02/1961,MA,pirestheo@example.com,+55 22 9 7640-5813,7213.65,Crossover,Cartão de Débito
623,Fernanda,F,17/10/1991,AP,pedro-henriqueduarte@example.net,+55 63 9 4106 2701,43944.93,Off-road,Transferência Bancária
624,Emanuel,M,13/10/1956,PA,ssantos@example.org,+55 (64) 93260 7798,17929.43,Híbrido,Transferência Bancária
625,Eloá,F,18/04/1992,BA,arthurcardoso@example.net,+55 (075) 94857-5693,40141.41,Crossover,Financiamento
626,Felipe,M,28/05/1991,AL,isabelapires@example.com,+55 (07) 94344 1410,14221.74,Compacto,Pix
627,Pietra,F,23/04/1953,MS,ccardoso@example.net,+55 (20) 9 3928-0377,10528.11,Hatch,Leasing
628,Dante,M,04/05/1954,BA,brayanmachado@example.org,+55 (026) 96867-8914,36226.15,Van,Cartão de Débito
629,Alícia,F,04/12/1992,PI,correiadavi-miguel@example.com,+55 (94) 9 5667 1687,42197.18,SUV,Pix
630,Maria Júlia,F,24/12/1985,SC,tmontenegro@example.net,+55 (014) 96359-3553,9401.46,Minivan,Cartão de Crédito
631,Bianca,F,11/11/1991,PR,sarah42@example.net,+55 91 9 3586-7249,45312.04,Sedan,Pix
632,Isadora,F,29/04/2005,PI,pachecoluiz-gustavo@example.org,+55 (039) 99240 7621,59879.54,SUV,Transferência Bancária
633,Samuel,M,01/04/1973,PE,alvesbianca@example.org,+55 45 91307-0256,9540.88,Híbrido,Carteira Digital
634,Ravi Lucca,M,18/08/1991,AP,camargocecilia@example.org,+55 48 95241-9543,18232.39,Crossover,Cartão de Crédito
635,Carlos Eduardo,M,16/08/1969,CE,mateusgarcia@example.org,+55 (064) 90673 2797,10581.13,Compacto,Dinheiro
636,Mateus,M,13/10/1947,AL,antonio76@example.com,+55 (043) 99951-4598,33209.66,SUV,Cartão de Crédito
637,Joaquim,M,17/02/1960,PB,icavalcante@example.org,+55 (035) 97545-0209,15804.47,Hatch,Cartão de Débito
638,Maria Fernanda,F,30/11/1996,SE,maria-isis12@example.com,+55 (034) 94983-9505,8373.11,Compacto,Transferência Bancária
639,Ísis,F,05/02/1955,BA,fernandada-conceicao@example.org,+55 98 96044-2729,22621.66,Luxo,Cartão de Débito
640,Maria Isis,F,20/01/1955,SP,barbosaeduardo@example.com,+55 73 93732 3426,50816.6,Sedan,Leasing
641,Luna,F,05/02/1994,MG,zmacedo@example.org,+55 57 9 5742-8777,40701.43,Médio,Financiamento
642,Luiz Fernando,M,20/05/1978,TO,maitecosta@example.net,+55 (91) 9 6478 6111,9206.82,Sedan,Pix
643,Ísis,F,03/01/2005,ES,muriloaragao@example.com,+55 (67) 9 8898 3035,13875.73,Utilitário,Cartão de Crédito
644,Alice,F,24/04/1976,SE,bento33@example.org,+55 10 99853 9321,8531.39,Minivan,Pix
645,Matheus,M,25/12/1975,TO,cassianohelena@example.com,+55 (48) 9 7156-3066,50633.96,Hatch,Financiamento
646,Maria Laura,F,17/02/1964,MG,nogueiramaria-liz@example.com,+55 (69) 91433-3243,27108.64,Esportivo,Carteira Digital
647,Joana,F,02/12/1958,AM,gbarbosa@example.com,+55 53 9 3347 2445,57584.24,Híbrido,Transferência Bancária
648,Pedro Henrique,M,10/02/1947,RS,lunnavieira@example.org,+55 58 96423-8886,49503.76,Off-road,Boleto Bancário
649,Antony,M,18/09/2001,GO,gustavo58@example.com,+55 (81) 96557-0250,53087.41,Minivan,Carteira Digital
650,Cecília,F,06/10/1978,BA,aalves@example.net,+55 (075) 97547 2418,20228.13,Sedan,Dinheiro
651,Henry,M,25/07/1954,MT,hmoraes@example.com,+55 (77) 9 2123 4085,6531.53,Utilitário,Dinheiro
652,Brayan,M,03/07/1994,PI,mathias03@example.com,+55 34 9 9829 6645,41339.46,Esportivo,Leasing
653,Matteo,M,11/04/1954,DF,da-rochathomas@example.net,+55 (34) 95661 9053,9090.14,Médio,Transferência Bancária
654,Isis,F,20/07/1964,PI,mendoncabeatriz@example.com,+55 (50) 93146 8945,53155.95,Sedan,Cartão de Débito
655,Luísa,F,19/05/1980,PA,ravimoraes@example.org,+55 18 94716 6576,44168.17,Compacto,Cartão de Crédito
656,Pietra,F,08/02/1998,MS,jade12@example.org,+55 (040) 91380-1539,11923.89,Médio,Carteira Digital
657,Levi,M,11/08/1992,MG,da-rochaevelyn@example.com,+55 (83) 90458 9326,41692.35,Van,Cartão de Crédito
658,João Vitor,M,12/12/1953,SP,vda-paz@example.org,+55 (14) 96953-0148,52760.01,Elétrico,Transferência Bancária
659,Helena,F,23/06/1957,PR,rezendepedro-henrique@example.org,+55 98 95247 9412,57107.36,Crossover,Transferência Bancária
660,Larissa,F,06/10/2006,SE,enzo-gabrielmelo@example.net,+55 37 9 4388-4342,47720.24,Esportivo,Pix
661,Camila,F,13/05/1947,RN,maria-sophia51@example.net,+55 (071) 95182-9784,24064.99,Esportivo,Carteira Digital
662,Daniela,F,30/03/1980,MG,maria-luizavasconcelos@example.org,+55 97 92373-0668,12787.08,Luxo,Carteira Digital
663,Isabella,F,26/05/1954,MG,xlopes@example.net,+55 57 9 2756 8355,28838.66,Minivan,Leasing
664,Cauê,M,25/06/1952,RR,pachecoheloisa@example.net,+55 (67) 9 7437-5569,26995.98,Esportivo,Boleto Bancário
665,Antônio,M,16/08/1985,MT,nascimentojoao-guilherme@example.net,+55 (00) 9 2219-3254,54560.97,Coupé,Carteira Digital
666,Benjamin,M,07/02/1967,ES,eduardamonteiro@example.net,+55 (45) 9 3399-8181,8848.48,Luxo,Boleto Bancário
667,Eloah,F,01/11/1999,AM,hellenaabreu@example.net,+55 64 9 4507 0792,18634.06,Elétrico,Carteira Digital
668,Gabriela,F,30/07/1969,RO,ferreiramaysa@example.com,+55 53 99459-1920,11908.65,Off-road,Carteira Digital
669,Beatriz,F,28/06/1965,ES,mendoncahenry@example.net,+55 (059) 95551-4213,46878.34,Off-road,Dinheiro
670,Yago,M,04/04/1964,SE,amandasousa@example.net,+55 38 91318 9751,47724.52,Off-road,Cartão de Crédito
671,Maria Isis,F,08/05/1986,RJ,agatha66@example.net,+55 (96) 9 3738 3284,12102.0,Conversível,Leasing
672,Ana Júlia,F,20/06/1965,AL,murilo82@example.com,+55 54 99228-3440,55780.38,Coupé,Pix
673,Maria Cecília,F,15/07/1963,SP,nicolejesus@example.com,+55 (80) 9 8883 9550,13427.93,Híbrido,Cartão de Débito
674,Henry,M,30/06/1950,PA,antonella76@example.org,+55 (090) 92524 3626,13706.4,Compacto,Transferência Bancária
675,Kamilly,F,01/06/1988,AC,xvargas@example.com,+55 (25) 9 1043 1210,31303.53,Picape,Boleto Bancário
676,Maria Eduarda,F,24/03/1969,AP,kevinduarte@example.org,+55 (76) 9 4230-6838,21632.03,Esportivo,Transferência Bancária
677,Anthony Gabriel,M,04/03/1962,MS,sousaraul@example.com,+55 (25) 97562 7285,56156.38,Médio,Leasing
678,Elisa,F,18/01/1952,DF,paulo56@example.org,+55 (05) 99211 3543,18170.84,Híbrido,Cartão de Crédito
679,Bárbara,F,25/11/2004,AC,ferreiranicolas@example.net,+55 (04) 94082-7685,7669.14,SUV,Cartão de Débito
680,Isabel,F,22/06/1966,ES,cassianothales@example.net,+55 (35) 9 9239-1482,37037.5,Híbrido,Pix
681,Asafe,M,21/11/1974,PB,brunomonteiro@example.org,+55 (80) 92898-3443,44339.25,Elétrico,Pix
682,Giovanna,F,30/03/1995,AM,britoheloisa@example.org,+55 41 9 0328-1676,56500.99,Off-road,Cartão de Débito
683,Benicio,M,02/02/1947,SC,maria-luiza87@example.org,+55 21 99031 1653,28754.37,Compacto,Dinheiro
684,Pedro,M,19/12/1974,AC,valentina77@example.org,+55 97 9 8585 2360,14949.61,Híbrido,Cartão de Débito
685,Thomas,M,02/02/1950,SE,claracosta@example.com,+55 (49) 91129-2650,51275.89,Utilitário,Leasing
